SeccionCensal;FofM
2801401007;23,62 %
0301403015;23,62 %
2807912097;23,62 %
0200305005;23,62 %
2906708046;23,62 %
3003301010;23,62 %
3090201002;23,62 %
0701105005;23,62 %
0823101006;23,62 %
4625001011;23,62 %
0700303001;23,62 %
0801502009;23,62 %
0700101001;23,62 %
2800501002;23,62 %
0704002065;23,62 %
1404304002;23,63 %
5006701004;23,63 %
0801906019;23,63 %
2901502004;23,63 %
0801509004;23,63 %
2809203005;23,63 %
4516101003;23,63 %
3503401001;23,63 %
4100701001;23,63 %
4103804018;23,63 %
0823001005;23,63 %
3003007008;23,63 %
1809501001;23,63 %
2807905015;23,63 %
4512401001;23,63 %
2801302005;23,63 %
0703203002;23,63 %
3003008002;23,63 %
0308201004;23,63 %
3604101008;23,63 %
4625014007;23,63 %
4614504006;23,63 %
0703305003;23,63 %
3802301001;23,63 %
2906901006;23,63 %
1913005002;23,63 %
2906702012;23,63 %
0801507010;23,63 %
3802501002;23,63 %
0601503002;23,63 %
0801910070;23,63 %
0816701004;23,63 %
2807904028;23,63 %
2804401001;23,64 %
0801906077;23,64 %
1404902001;23,64 %
4109106006;23,64 %
0801902127;23,64 %
0830102014;23,64 %
3501904001;23,64 %
3003901023;23,64 %
1103201006;23,64 %
4801308002;23,64 %
2107202002;23,64 %
2807913057;23,64 %
4109102011;23,64 %
3003005016;23,64 %
2906710045;23,64 %
0801901055;23,64 %
2601102003;23,64 %
1707903019;23,64 %
2807911012;23,64 %
1400501003;23,64 %
0816902003;23,64 %
2422202003;23,64 %
3803401002;23,64 %
2907001026;23,64 %
0827905003;23,64 %
1808703030;23,64 %
2807910028;23,64 %
2807907071;23,64 %
2705101003;23,64 %
4516503022;23,64 %
0309903003;23,64 %
0801903007;23,64 %
2807913039;23,64 %
1501201004;23,64 %
1503003014;23,64 %
3501701018;23,64 %
2807913155;23,64 %
1718001002;23,64 %
2513701006;23,64 %
2602101001;23,64 %
0812105005;23,64 %
2004503016;23,64 %
0810205001;23,64 %
0801905043;23,64 %
3003201003;23,64 %
0814701010;23,64 %
3003901009;23,65 %
4101101004;23,65 %
3803501005;23,65 %
2204801002;23,65 %
2809204018;23,65 %
0702203001;23,65 %
3003004021;23,65 %
4217302006;23,65 %
2809204007;23,65 %
1814004008;23,65 %
2215801008;23,65 %
3803811019;23,65 %
0827903014;23,65 %
0608304002;23,65 %
4103903001;23,65 %
2903201001;23,65 %
1400701003;23,65 %
2901201003;23,65 %
5029710029;23,65 %
3501903006;23,65 %
2807913166;23,65 %
0801902074;23,65 %
1403801003;23,65 %
2807907089;23,65 %
2525101001;23,65 %
2002701002;23,65 %
4312305003;23,65 %
0801907031;23,65 %
0301405016;23,65 %
2806101012;23,65 %
0703901002;23,65 %
0830502003;23,65 %
0811305008;23,65 %
1704402002;23,65 %
0801904053;23,65 %
0901801005;23,65 %
3090201005;23,65 %
0810101028;23,65 %
2807905029;23,65 %
2104402002;23,65 %
0812403008;23,65 %
0601502004;23,66 %
3500605005;23,66 %
2807907113;23,66 %
1802101004;23,66 %
3003004032;23,66 %
0304901004;23,66 %
1190101006;23,66 %
5029710018;23,66 %
4616501006;23,66 %
5100102002;23,66 %
2800505025;23,66 %
5007401001;23,66 %
0704004018;23,66 %
4516801002;23,66 %
2007402003;23,66 %
2905401022;23,66 %
2906708036;23,66 %
0827903016;23,66 %
4620501010;23,66 %
2807906037;23,66 %
3000801011;23,66 %
0812101001;23,66 %
2807912050;23,66 %
2800601008;23,66 %
0301404012;23,66 %
2909102001;23,66 %
0815601003;23,66 %
1711701001;23,66 %
1802701002;23,66 %
3502203019;23,66 %
2807913171;23,66 %
2805802012;23,66 %
1002102002;23,66 %
2906707028;23,66 %
4103802011;23,67 %
4107501007;23,67 %
0816904005;23,67 %
0905909006;23,67 %
0812104009;23,67 %
4106003006;23,67 %
0703301002;23,67 %
1402106014;23,67 %
1817502001;23,67 %
0704004086;23,67 %
0821801003;23,67 %
2906709037;23,67 %
4619001047;23,67 %
3104201001;23,67 %
4625011044;23,67 %
2800501003;23,67 %
2807911120;23,67 %
4625002013;23,67 %
2804902004;23,67 %
1204006015;23,67 %
0704002057;23,67 %
0801907078;23,67 %
2807915097;23,67 %
0801902106;23,67 %
4623503004;23,67 %
2807918016;23,67 %
0704203002;23,67 %
2001901007;23,67 %
2800502011;23,67 %
4110101001;23,67 %
2805401001;23,67 %
1406602002;23,67 %
4106003005;23,67 %
2807905081;23,67 %
3500402001;23,68 %
0820002007;23,68 %
0306506010;23,68 %
2807906027;23,68 %
1402106017;23,68 %
3200101003;23,68 %
2815401004;23,68 %
3500402009;23,68 %
2807901123;23,68 %
4517601003;23,68 %
2522801001;23,68 %
1102002010;23,68 %
1700901001;23,68 %
0824506015;23,68 %
0809603007;23,68 %
2807911061;23,68 %
3002701016;23,68 %
0827902008;23,68 %
0815301001;23,68 %
2807921032;23,68 %
1405605003;23,68 %
0829804004;23,68 %
0816901005;23,68 %
0820002014;23,68 %
1204008005;23,68 %
3000501021;23,68 %
0401308004;23,68 %
3003004070;23,68 %
3090101003;23,68 %
4107201002;23,68 %
0801906034;23,68 %
0807305007;23,68 %
2810601026;23,68 %
3407701001;23,68 %
4610201016;23,68 %
0819402002;23,68 %
1204008010;23,68 %
2807903002;23,68 %
2906707064;23,68 %
3402301001;23,68 %
3802605001;23,69 %
0801910039;23,69 %
2906706027;23,69 %
0810104023;23,69 %
0818706005;23,69 %
2807907060;23,69 %
2807912089;23,69 %
2906702030;23,69 %
3003004006;23,69 %
4613102012;23,69 %
1303101003;23,69 %
0601503001;23,69 %
2807906112;23,69 %
3003501004;23,69 %
4625014006;23,69 %
1208401001;23,69 %
0309401001;23,69 %
3802301020;23,69 %
2807906099;23,69 %
0803301002;23,69 %
2811301001;23,69 %
3003901003;23,69 %
2807907034;23,69 %
2007601001;23,69 %
2807301008;23,69 %
4104502003;23,69 %
3000801004;23,70 %
3801701015;23,70 %
0807201002;23,70 %
3003601001;23,70 %
3003003047;23,70 %
3003001040;23,70 %
4802005008;23,70 %
0804601001;23,70 %
1403801002;23,70 %
5200107001;23,70 %
3503001007;23,70 %
0301402012;23,70 %
0401303007;23,70 %
2806801008;23,70 %
1403802010;23,70 %
2807902048;23,70 %
2906707054;23,70 %
0812104001;23,70 %
0400601001;23,70 %
0702201001;23,70 %
2807911140;23,70 %
0306601001;23,70 %
3003002017;23,70 %
2902001001;23,70 %
0612303001;23,70 %
1213502011;23,70 %
4615601002;23,70 %
2807904123;23,70 %
2807901007;23,70 %
3003801015;23,70 %
2807911033;23,70 %
0811203003;23,70 %
0830101001;23,70 %
5029701008;23,70 %
0306504018;23,70 %
1814003001;23,70 %
0304701003;23,70 %
3907401002;23,71 %
2809102002;23,71 %
2807917038;23,71 %
4100502001;23,71 %
0810104025;23,71 %
0801909033;23,71 %
2906704008;23,71 %
4314809008;23,71 %
3503401005;23,71 %
2807901124;23,71 %
3800601023;23,71 %
3003901014;23,71 %
1103201010;23,71 %
4601704012;23,71 %
3800601024;23,71 %
0812102009;23,71 %
1100404014;23,71 %
0801909063;23,71 %
3605703037;23,71 %
4105101001;23,71 %
0301501003;23,71 %
5016301001;23,71 %
1101206002;23,71 %
1100403006;23,71 %
3002201024;23,71 %
2906710001;23,71 %
4303801003;23,71 %
2524301001;23,71 %
0706201001;23,71 %
1507803004;23,71 %
3001608027;23,71 %
0830102013;23,71 %
0805602003;23,71 %
3501605010;23,71 %
0818001007;23,71 %
2807901073;23,71 %
4109401002;23,71 %
4516101007;23,71 %
0310701002;23,71 %
4508701002;23,71 %
4103804009;23,71 %
4512102002;23,72 %
2810601028;23,72 %
3801701018;23,72 %
3004101003;23,72 %
3001501017;23,72 %
0821002001;23,72 %
0813602003;23,72 %
0701501002;23,72 %
0808904002;23,72 %
2807910009;23,72 %
2906705001;23,72 %
1505601001;23,72 %
3000901004;23,72 %
2902503007;23,72 %
1405302002;23,72 %
4801302011;23,72 %
0704002022;23,72 %
1406002001;23,72 %
1100404015;23,72 %
0801903100;23,72 %
2800502035;23,72 %
4625015025;23,72 %
2100503001;23,72 %
2807904017;23,72 %
0827904006;23,72 %
4406301001;23,72 %
3502202006;23,72 %
0818001001;23,72 %
0809603003;23,72 %
0306506014;23,72 %
2804003002;23,72 %
4106501003;23,72 %
0312202004;23,72 %
1707903009;23,72 %
4625002025;23,72 %
0822701001;23,72 %
2809601001;23,72 %
0704005005;23,72 %
4109102054;23,72 %
0801903085;23,72 %
2807906025;23,72 %
2807904024;23,72 %
0305902002;23,72 %
0704004066;23,72 %
1707903013;23,72 %
0702703005;23,72 %
3800601013;23,72 %
2102101005;23,72 %
0810202002;23,72 %
0830703004;23,72 %
3303201015;23,73 %
1103304004;23,73 %
4602101009;23,73 %
4101701010;23,73 %
2805804015;23,73 %
2414202010;23,73 %
2809101001;23,73 %
0828501001;23,73 %
4505601002;23,73 %
1507805012;23,73 %
2807901026;23,73 %
3901801004;23,73 %
0704003041;23,73 %
5007302001;23,73 %
3003003030;23,73 %
0801909014;23,73 %
2807907065;23,73 %
4625001026;23,73 %
0801907003;23,73 %
0801902069;23,73 %
0801907080;23,73 %
1805901003;23,73 %
0704004035;23,73 %
2810601010;23,73 %
3500402018;23,73 %
4519601001;23,73 %
4510201002;23,73 %
1401703001;23,73 %
2100502002;23,73 %
5029712005;23,73 %
1303404014;23,73 %
2807911082;23,73 %
2814802005;23,73 %
0821105004;23,73 %
3001606007;23,73 %
1803701001;23,73 %
4801301006;23,73 %
2906707062;23,73 %
2807901014;23,73 %
0820502002;23,73 %
0812403004;23,73 %
2807301003;23,73 %
0200305008;23,74 %
2802601004;23,74 %
5029709019;23,74 %
3905601002;23,74 %
2521701001;23,74 %
4100404029;23,74 %
0801509015;23,74 %
4316106004;23,74 %
4625015005;23,74 %
1100404002;23,74 %
4616901015;23,74 %
4106701001;23,74 %
2816102005;23,74 %
2807911117;23,74 %
4103802010;23,74 %
0819406003;23,74 %
1706604002;23,74 %
3800101006;23,74 %
2904101002;23,74 %
4108501001;23,74 %
0309501006;23,74 %
4314805006;23,74 %
1403001002;23,74 %
5100105002;23,74 %
2807904027;23,74 %
3802302013;23,74 %
2807914053;23,74 %
4516805016;23,74 %
2807910073;23,74 %
0801906062;23,74 %
2804501017;23,74 %
1103105005;23,74 %
0818002002;23,74 %
0704801001;23,74 %
0703302001;23,74 %
1308201001;23,74 %
4514201002;23,74 %
1500501006;23,74 %
4622701001;23,74 %
3003005056;23,75 %
1402106025;23,75 %
0703303001;23,75 %
2800601001;23,75 %
4402501002;23,75 %
1701502004;23,75 %
2309901003;23,75 %
2906903005;23,75 %
2807912052;23,75 %
0801906037;23,75 %
0818404020;23,75 %
3003501021;23,75 %
4104901003;23,75 %
0827904020;23,75 %
0702202003;23,75 %
2803301002;23,75 %
0801902054;23,75 %
1802201004;23,75 %
0807401010;23,75 %
2807904103;23,75 %
0410001002;23,75 %
4607401002;23,75 %
2814804012;23,75 %
2807903099;23,75 %
2602102001;23,75 %
2807917063;23,75 %
2903801002;23,75 %
0801910061;23,75 %
1402106049;23,75 %
1102701013;23,75 %
2807910040;23,75 %
0601508010;23,75 %
2807905022;23,75 %
0306504012;23,75 %
5029709012;23,75 %
0611301002;23,75 %
0408802001;23,75 %
1103205009;23,75 %
0301406008;23,75 %
2503801002;23,75 %
0601501008;23,75 %
3001608021;23,75 %
3603802017;23,75 %
3501504004;23,76 %
0207902001;23,76 %
0809603008;23,76 %
4626001001;23,76 %
4104104001;23,76 %
4512201003;23,76 %
0402901003;23,76 %
0300902007;23,76 %
0808601002;23,76 %
1812203004;23,76 %
2809102001;23,76 %
4104103002;23,76 %
0810901001;23,76 %
0801910066;23,76 %
4110101005;23,76 %
2807909026;23,76 %
2810601012;23,76 %
2807906014;23,76 %
0808903004;23,76 %
2807920116;23,76 %
0818704019;23,76 %
2807915053;23,76 %
1715502003;23,76 %
2807918005;23,76 %
0820001004;23,76 %
4606101001;23,76 %
0309907005;23,76 %
2900501002;23,76 %
2814803002;23,76 %
2702802015;23,76 %
0306503024;23,76 %
0818404015;23,76 %
3001603001;23,76 %
2501201001;23,76 %
2104202001;23,76 %
1014804012;23,76 %
0812503001;23,76 %
2807917035;23,76 %
2102101002;23,76 %
0407902022;23,76 %
2215801002;23,76 %
0704004006;23,76 %
0814301002;23,76 %
0704003023;23,76 %
2906708015;23,76 %
4103801006;23,76 %
0810101022;23,76 %
0801902019;23,76 %
4625009015;23,76 %
4102002001;23,76 %
0400303001;23,76 %
3003006016;23,76 %
0820003005;23,77 %
2104401003;23,77 %
0801902024;23,77 %
0410201002;23,77 %
2001702001;23,77 %
0306901002;23,77 %
2906701001;23,77 %
2814101003;23,77 %
4625012026;23,77 %
4309201003;23,77 %
1814501002;23,77 %
4314809004;23,77 %
1503007031;23,77 %
3604601001;23,77 %
0812505002;23,77 %
0829803008;23,77 %
1100403011;23,77 %
4891201002;23,77 %
2807906121;23,77 %
4800601001;23,77 %
0702702006;23,77 %
0812302004;23,77 %
4809002001;23,77 %
3606001012;23,77 %
0810204001;23,77 %
1101701003;23,77 %
2817101002;23,77 %
1505601003;23,77 %
2800503005;23,77 %
0704004068;23,77 %
4620201005;23,77 %
2807917057;23,77 %
0801902050;23,77 %
2807913064;23,77 %
2807905060;23,77 %
0827903001;23,78 %
3306601036;23,78 %
2807917009;23,78 %
2808901003;23,78 %
0305902003;23,78 %
3603201001;23,78 %
0704002018;23,78 %
2809204031;23,78 %
3002901001;23,78 %
1805001002;23,78 %
2807910029;23,78 %
0820002004;23,78 %
0702902001;23,78 %
0801902087;23,78 %
3004104002;23,78 %
4620501011;23,78 %
1103201003;23,78 %
0890501002;23,78 %
0304802002;23,78 %
1802101006;23,78 %
2301002001;23,78 %
4109101028;23,78 %
0200307009;23,78 %
2808001001;23,78 %
2906708002;23,78 %
2807910038;23,78 %
0200305004;23,78 %
2807906026;23,78 %
0827906008;23,78 %
2807916109;23,78 %
2807903055;23,78 %
1802201005;23,78 %
2807909037;23,78 %
2106301001;23,78 %
0824505007;23,78 %
2807913053;23,78 %
0306505023;23,78 %
4617901001;23,78 %
1819301001;23,78 %
0704005009;23,78 %
0801902012;23,78 %
3500402017;23,78 %
2104107004;23,78 %
3606003001;23,78 %
2807906075;23,78 %
1307105001;23,78 %
3001608007;23,78 %
0805603001;23,78 %
1404901002;23,78 %
3003901008;23,78 %
3800601017;23,78 %
4625002031;23,78 %
2807918013;23,78 %
4107201001;23,79 %
0801910004;23,79 %
4520202002;23,79 %
0826601002;23,79 %
2807913214;23,79 %
0823101007;23,79 %
3120601002;23,79 %
2306301005;23,79 %
2807913189;23,79 %
3501701002;23,79 %
2806101004;23,79 %
0801905011;23,79 %
2907001008;23,79 %
0801902157;23,79 %
4608101005;23,79 %
4616401007;23,79 %
3003901016;23,79 %
0801908112;23,79 %
2306102001;23,79 %
0801906020;23,79 %
0200305007;23,79 %
1402109031;23,79 %
4802705002;23,79 %
0805604002;23,79 %
1100402004;23,79 %
4108902004;23,79 %
0801507004;23,79 %
4619401001;23,79 %
2305501005;23,79 %
0309001005;23,79 %
0704003007;23,79 %
5024701001;23,79 %
2500401001;23,79 %
0801904025;23,79 %
1405801002;23,79 %
1102801006;23,79 %
0704002034;23,79 %
1400101001;23,79 %
2807911156;23,79 %
4107001005;23,79 %
0801903095;23,79 %
4600901003;23,79 %
2804701002;23,79 %
0810105023;23,80 %
0801902142;23,80 %
4314806015;23,80 %
3003005004;23,80 %
1507804005;23,80 %
0810102037;23,80 %
3501103008;23,80 %
2804701029;23,80 %
1402110021;23,80 %
0811302006;23,80 %
2807907025;23,80 %
2906707083;23,80 %
2807910030;23,80 %
2304701001;23,80 %
2702804005;23,80 %
2804902012;23,80 %
2807901061;23,80 %
4617601001;23,80 %
3802302015;23,80 %
3003007019;23,80 %
0306502019;23,80 %
0830102006;23,80 %
4109105018;23,80 %
2906709012;23,80 %
4713301002;23,80 %
2807905099;23,80 %
1715501001;23,80 %
2807921021;23,80 %
0801910138;23,80 %
1103101001;23,80 %
2807917061;23,80 %
2807903028;23,80 %
4109107028;23,80 %
4301601002;23,80 %
1103701004;23,80 %
1306101002;23,80 %
0801906031;23,81 %
0605401003;23,81 %
1790301001;23,81 %
1213502007;23,81 %
2807912082;23,81 %
1402106010;23,81 %
2801501014;23,81 %
3800101008;23,81 %
2810601017;23,81 %
2800502025;23,81 %
2801401009;23,81 %
2906706035;23,81 %
4625015026;23,81 %
3000501018;23,81 %
4105901015;23,81 %
2810601027;23,81 %
0304901007;23,81 %
0704602001;23,81 %
0801902150;23,81 %
2813401024;23,81 %
0701503002;23,81 %
0705404003;23,81 %
2814804006;23,81 %
1405803002;23,81 %
0824506005;23,81 %
2807907016;23,81 %
0801504006;23,81 %
1815002002;23,81 %
0812505001;23,81 %
2807907040;23,81 %
0827905016;23,81 %
4390501001;23,81 %
2805803004;23,81 %
3120101005;23,81 %
4607002003;23,81 %
0701504001;23,81 %
2807912073;23,81 %
0819403001;23,81 %
3000301011;23,81 %
0301406021;23,81 %
4102102007;23,81 %
0830201001;23,81 %
0830704011;23,82 %
3003301006;23,82 %
0801903039;23,82 %
3802001001;23,82 %
2805802003;23,82 %
4304701002;23,82 %
3002201010;23,82 %
3304412014;23,82 %
0610301002;23,82 %
0818404003;23,82 %
4805901001;23,82 %
1102206005;23,82 %
2305301002;23,82 %
2810601033;23,82 %
4110203001;23,82 %
2807913086;23,82 %
2807913176;23,82 %
0801903092;23,82 %
1701101001;23,82 %
1213801001;23,82 %
1507701001;23,82 %
2815001001;23,82 %
0812105003;23,82 %
3304403010;23,82 %
1309601007;23,82 %
3501701008;23,82 %
3001605008;23,82 %
0704002003;23,82 %
2807917062;23,82 %
4501901002;23,82 %
2800701016;23,82 %
2807904127;23,82 %
0404401001;23,82 %
3905201001;23,82 %
0400303002;23,82 %
1802302003;23,82 %
3003001046;23,82 %
2807911018;23,82 %
1103502002;23,82 %
1402102014;23,82 %
3804301001;23,82 %
4103401006;23,82 %
1102002012;23,82 %
4103801007;23,82 %
0820001001;23,82 %
2807911110;23,83 %
1101505011;23,83 %
0817202002;23,83 %
0208103003;23,83 %
2808201002;23,83 %
0818001008;23,83 %
1500203011;23,83 %
2512007004;23,83 %
2812901001;23,83 %
3002401008;23,83 %
0812101006;23,83 %
3003005054;23,83 %
2106102001;23,83 %
3190601002;23,83 %
4102002003;23,83 %
3802804002;23,83 %
0704003004;23,83 %
2001703001;23,83 %
3501701014;23,83 %
4107401001;23,83 %
1702201002;23,83 %
4516503005;23,83 %
0810102009;23,83 %
4100702004;23,83 %
2102101001;23,83 %
3500201015;23,83 %
2807901071;23,83 %
4312301003;23,83 %
1717401001;23,83 %
4104602001;23,83 %
1100403016;23,83 %
0801902059;23,83 %
0812401006;23,83 %
1714101004;23,83 %
3803501003;23,83 %
0702603001;23,83 %
1704801002;23,83 %
1808702029;23,83 %
2511901002;23,83 %
1708801001;23,83 %
4315501001;23,83 %
2807911074;23,83 %
0312101003;23,83 %
0828401001;23,83 %
4801308007;23,83 %
4520201001;23,83 %
2902503005;23,83 %
0801905044;23,83 %
3800901001;23,83 %
0823101017;23,83 %
4518101001;23,83 %
0826001001;23,84 %
0819701001;23,84 %
3003002043;23,84 %
0704004026;23,84 %
4625014010;23,84 %
0818101003;23,84 %
0818706002;23,84 %
2305501009;23,84 %
2806503036;23,84 %
2001701001;23,84 %
3502203015;23,84 %
4105502002;23,84 %
0312301001;23,84 %
3003701011;23,84 %
0704003016;23,84 %
3200801001;23,84 %
0801905073;23,84 %
1403801006;23,84 %
0829802004;23,84 %
0819601010;23,84 %
4620301002;23,84 %
0801908113;23,84 %
1507501006;23,84 %
2003301001;23,84 %
0801910010;23,84 %
2906201001;23,84 %
0402902001;23,84 %
0306401001;23,84 %
3727404009;23,84 %
4109102031;23,84 %
0704002030;23,84 %
3113801001;23,84 %
3003001056;23,84 %
2808901002;23,84 %
4109104006;23,84 %
2807906009;23,84 %
0704002040;23,84 %
0830501003;23,84 %
0812403007;23,84 %
0404901002;23,84 %
1808709005;23,84 %
1100404004;23,84 %
0803801001;23,84 %
2816101021;23,85 %
2807902050;23,85 %
4109104005;23,85 %
2800502027;23,85 %
1213801008;23,85 %
0811305002;23,85 %
1620302003;23,85 %
4610902001;23,85 %
1504801001;23,85 %
0801503003;23,85 %
5029708002;23,85 %
3002901005;23,85 %
2906901018;23,85 %
1715501004;23,85 %
1204006006;23,85 %
2807913083;23,85 %
0815501003;23,85 %
2906710072;23,85 %
1406001001;23,85 %
2007403001;23,85 %
2814804018;23,85 %
0200303012;23,85 %
2807913169;23,85 %
4517302003;23,85 %
2807902001;23,85 %
1103205002;23,85 %
0830502004;23,85 %
0820501011;23,85 %
4901001001;23,85 %
3502203011;23,85 %
0304901006;23,85 %
4106503003;23,85 %
2807917036;23,85 %
2906901027;23,85 %
4314807005;23,85 %
3606001007;23,85 %
0808802002;23,85 %
2802601001;23,85 %
0801902144;23,86 %
1404501003;23,86 %
0706201003;23,86 %
1402109030;23,86 %
3803501001;23,86 %
4625002021;23,86 %
1905801001;23,86 %
3003004057;23,86 %
1507301001;23,86 %
0807201003;23,86 %
3003006039;23,86 %
2807906012;23,86 %
3120105003;23,86 %
0490201021;23,86 %
0801902083;23,86 %
0829803006;23,86 %
0407902013;23,86 %
4102102001;23,86 %
0810501003;23,86 %
1718501002;23,86 %
